,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
409,E07000218,0.90,2.20,95.90,0.70,0.10,1.10,0.40,0.10,0.20,0.10,0.60,0.10,0.00,0.10,0.20,0.00,0.20,0.00,0.00,0.10,28.40,29.10,51.70,0.20,2.40,9.20,7.40,8.60,19.00,57.90,14.50,0.00,0.00,0.00,0.00,0.00,14.60,41.10,10.20,3.60,2.30,16.50,3.30,3.30,3.50,1.50,1.10,0.80,0.40,1.40,8.60,19.00,57.90,14.50
410,E07000219,0.70,15.90,88.90,0.60,0.10,1.80,0.50,0.10,0.30,0.20,4.60,0.40,0.00,0.20,1.00,0.40,0.30,0.10,0.10,0.40,30.20,30.70,49.70,0.10,2.60,9.50,7.40,8.30,19.70,61.30,10.70,0.00,0.00,0.00,0.00,0.00,14.80,41.70,6.80,4.70,2.70,15.60,3.60,3.90,4.40,1.70,1.50,0.80,0.70,1.90,8.30,19.70,61.30,10.70
411,E07000011,1.50,1.90,89.50,0.70,0.10,4.50,0.40,0.20,0.50,0.40,0.70,0.60,0.20,0.30,0.70,0.50,0.30,0.20,0.10,0.20,30.20,28.40,53.20,0.20,2.60,9.40,6.30,9.30,17.30,58.90,14.60,0.00,0.00,0.00,0.00,0.00,14.20,45.10,9.50,3.20,2.60,14.10,3.20,3.80,2.50,1.90,0.90,0.70,0.30,1.20,9.30,17.30,58.90,14.60
412,E06000031,1.00,5.30,70.90,0.70,0.30,10.60,0.80,0.50,0.80,0.70,2.50,6.60,0.10,0.50,2.00,1.40,0.60,0.30,0.20,0.60,32.80,33.60,46.30,0.20,3.40,10.20,6.30,8.10,19.00,61.80,11.20,0.00,0.00,0.00,0.00,0.00,14.10,42.90,7.60,5.10,2.70,11.60,3.90,5.50,4.10,2.60,1.50,0.80,0.90,1.90,8.10,19.00,61.80,11.20
413,E06000047,2.50,2.30,96.60,0.20,0.10,1.20,0.20,0.10,0.20,0.10,0.30,0.10,0.00,0.30,0.20,0.10,0.00,0.00,0.10,0.10,27.30,32.40,47.20,0.20,2.50,9.70,7.90,8.20,19.80,60.80,11.10,0.00,0.00,0.00,0.00,0.00,13.20,37.50,6.60,4.40,2.70,17.10,6.20,3.70,6.50,2.20,1.50,0.80,0.80,1.80,8.20,19.80,60.80,11.10
414,E07000093,1.60,1.90,92.60,0.50,0.10,2.80,0.30,0.20,0.50,0.30,0.80,0.10,0.10,0.40,0.60,0.20,0.10,0.10,0.10,0.20,29.60,25.80,55.60,0.10,2.50,9.20,6.80,10.40,18.00,56.10,15.40,0.00,0.00,0.00,0.00,0.00,14.70,42.80,10.70,2.50,2.60,15.50,3.40,4.00,2.40,1.30,0.70,0.60,0.20,0.90,10.40,18.00,56.10,15.40
415,E07000084,0.80,2.60,88.20,0.80,0.10,3.80,0.60,0.20,0.50,0.30,1.50,0.20,0.20,0.70,1.40,0.80,0.30,0.10,0.10,0.20,31.30,29.60,52.50,0.20,2.60,9.30,5.90,8.90,15.90,61.30,13.90,0.00,0.00,0.00,0.00,0.00,13.40,47.90,9.60,3.20,2.80,12.50,2.70,4.00,2.40,1.40,0.80,0.70,0.30,1.20,8.90,15.90,61.30,13.90
416,E07000134,0.80,3.30,95.30,0.40,0.10,1.70,0.40,0.10,0.30,0.20,0.60,0.00,0.00,0.20,0.30,0.10,0.10,0.00,0.00,0.10,29.30,28.30,52.40,0.20,2.50,9.40,7.20,9.00,18.50,57.70,14.80,0.00,0.00,0.00,0.00,0.00,14.40,42.00,9.30,3.40,2.40,16.10,3.80,3.80,3.40,1.40,1.00,0.70,0.40,1.40,9.00,18.50,57.70,14.80
417,E07000146,1.50,1.00,92.20,0.40,0.20,4.50,0.20,0.20,0.30,0.30,0.50,0.10,0.00,0.30,0.40,0.20,0.10,0.10,0.10,0.10,25.40,26.60,52.90,0.20,2.20,9.80,8.30,10.20,19.80,55.20,14.80,0.00,0.00,0.00,0.00,0.00,14.60,36.50,10.30,3.70,2.20,19.60,3.10,4.30,4.10,1.70,1.10,0.80,0.50,1.50,10.20,19.80,55.20,14.80
418,E06000054,2.80,1.40,93.40,0.50,0.20,2.60,0.40,0.10,0.40,0.30,0.30,0.00,0.10,0.30,0.60,0.30,0.20,0.10,0.10,0.20,29.70,27.40,53.60,0.20,2.40,9.50,6.90,10.10,18.60,55.40,15.80,0.00,0.00,0.00,0.00,0.00,15.00,42.20,11.20,2.90,2.60,14.70,3.30,4.00,2.70,1.50,0.80,0.70,0.30,1.10,10.10,18.60,55.40,15.80
419,E07000154,1.70,26.30,76.60,1.40,0.10,6.50,1.50,0.50,0.60,0.70,2.50,0.70,1.60,0.80,0.90,3.10,1.40,0.60,0.30,0.40,30.70,37.20,43.60,0.20,3.50,9.50,6.10,8.60,18.00,61.70,11.70,0.00,0.00,0.00,0.00,0.00,13.50,43.90,8.00,4.60,4.10,11.20,5.10,3.90,3.70,1.90,1.20,0.80,0.60,1.90,8.60,18.00,61.70,11.70
420,E07000154,1.70,26.30,76.60,1.40,0.10,6.50,1.50,0.50,0.60,0.70,2.50,0.70,1.60,0.80,0.90,3.10,1.40,0.60,0.30,0.40,30.70,37.20,43.60,0.20,3.50,9.50,6.10,8.60,18.00,61.70,11.70,0.00,0.00,0.00,0.00,0.00,13.50,43.90,8.00,4.60,4.10,11.20,5.10,3.90,3.70,1.90,1.20,0.80,0.60,1.90,8.60,18.00,61.70,11.70
421,E07000148,3.60,34.00,84.70,0.70,0.10,5.40,0.50,0.50,0.70,0.60,1.30,0.20,0.40,1.30,1.30,1.30,0.20,0.10,0.50,0.40,23.30,46.90,33.40,0.30,2.60,10.70,6.10,11.40,19.60,58.30,10.70,0.00,0.00,0.00,0.00,0.00,13.40,37.20,7.20,5.00,5.40,10.70,9.50,4.30,4.90,2.20,1.50,0.70,0.70,2.00,11.40,19.60,58.30,10.70
422,E07000144,1.40,2.30,95.90,0.30,0.00,1.40,0.20,0.10,0.30,0.20,0.30,0.00,0.10,0.20,0.30,0.20,0.10,0.00,0.10,0.10,26.30,24.50,55.70,0.20,2.00,9.50,8.10,11.20,21.20,54.60,13.00,0.00,0.00,0.00,0.00,0.00,16.70,37.80,11.40,2.60,2.60,18.60,2.80,3.50,2.80,1.20,0.80,0.60,0.30,0.90,11.20,21.20,54.60,13.00
423,E07000149,1.40,1.40,95.20,0.40,0.10,1.90,0.30,0.10,0.30,0.20,0.30,0.10,0.00,0.30,0.30,0.20,0.10,0.00,0.10,0.10,26.70,25.40,55.50,0.30,2.20,9.40,7.30,11.30,20.10,53.10,15.40,0.00,0.00,0.00,0.00,0.00,15.70,37.60,12.20,2.70,2.50,18.20,3.20,3.90,2.80,1.30,0.80,0.70,0.30,1.00,11.30,20.10,53.10,15.40
424,E07000148,3.60,34.00,84.70,0.70,0.10,5.40,0.50,0.50,0.70,0.60,1.30,0.20,0.40,1.30,1.30,1.30,0.20,0.10,0.50,0.40,23.30,46.90,33.40,0.30,2.60,10.70,6.10,11.40,19.60,58.30,10.70,0.00,0.00,0.00,0.00,0.00,13.40,37.20,7.20,5.00,5.40,10.70,9.50,4.30,4.90,2.20,1.50,0.70,0.70,2.00,11.40,19.60,58.30,10.70
425,E06000018,5.20,41.00,65.40,0.90,0.10,5.10,4.00,0.70,1.10,0.90,3.20,5.50,0.30,2.00,2.10,3.20,3.10,1.00,0.80,0.70,27.40,51.30,31.60,0.20,2.80,8.30,5.70,11.40,21.50,57.90,9.20,0.00,0.00,0.00,0.00,0.00,11.90,31.10,5.60,6.40,6.30,9.10,16.30,4.70,5.70,3.00,1.90,0.90,1.20,2.50,11.40,21.50,57.90,9.20
426,E06000018,5.20,41.00,65.40,0.90,0.10,5.10,4.00,0.70,1.10,0.90,3.20,5.50,0.30,2.00,2.10,3.20,3.10,1.00,0.80,0.70,27.40,51.30,31.60,0.20,2.80,8.30,5.70,11.40,21.50,57.90,9.20,0.00,0.00,0.00,0.00,0.00,11.90,31.10,5.60,6.40,6.30,9.10,16.30,4.70,5.70,3.00,1.90,0.90,1.20,2.50,11.40,21.50,57.90,9.20
427,E06000018,5.20,41.00,65.40,0.90,0.10,5.10,4.00,0.70,1.10,0.90,3.20,5.50,0.30,2.00,2.10,3.20,3.10,1.00,0.80,0.70,27.40,51.30,31.60,0.20,2.80,8.30,5.70,11.40,21.50,57.90,9.20,0.00,0.00,0.00,0.00,0.00,11.90,31.10,5.60,6.40,6.30,9.10,16.30,4.70,5.70,3.00,1.90,0.90,1.20,2.50,11.40,21.50,57.90,9.20
428,E07000218,0.90,2.20,95.90,0.70,0.10,1.10,0.40,0.10,0.20,0.10,0.60,0.10,0.00,0.10,0.20,0.00,0.20,0.00,0.00,0.10,28.40,29.10,51.70,0.20,2.40,9.20,7.40,8.60,19.00,57.90,14.50,0.00,0.00,0.00,0.00,0.00,14.60,41.10,10.20,3.60,2.30,16.50,3.30,3.30,3.50,1.50,1.10,0.80,0.40,1.40,8.60,19.00,57.90,14.50
429,E07000219,0.70,15.90,88.90,0.60,0.10,1.80,0.50,0.10,0.30,0.20,4.60,0.40,0.00,0.20,1.00,0.40,0.30,0.10,0.10,0.40,30.20,30.70,49.70,0.10,2.60,9.50,7.40,8.30,19.70,61.30,10.70,0.00,0.00,0.00,0.00,0.00,14.80,41.70,6.80,4.70,2.70,15.60,3.60,3.90,4.40,1.70,1.50,0.80,0.70,1.90,8.30,19.70,61.30,10.70
430,E09000004,0.50,38.30,77.30,1.10,0.30,3.20,0.70,0.40,0.60,0.60,3.00,0.30,0.30,1.10,1.80,6.90,1.00,0.60,0.10,0.60,33.10,33.80,47.80,0.10,2.90,8.10,7.20,9.20,18.40,60.50,11.90,0.00,0.00,0.00,0.00,0.00,13.90,40.30,9.90,4.40,3.20,13.20,5.50,4.60,3.00,2.00,1.20,0.80,0.70,1.70,9.20,18.40,60.50,11.90
431,E08000004,0.80,15.80,75.60,0.70,0.00,1.30,0.90,0.20,0.50,0.20,0.70,10.10,7.30,0.30,0.80,0.70,0.40,0.10,0.10,0.20,33.80,33.10,46.60,0.10,3.30,9.10,7.80,7.80,21.70,61.10,9.30,0.00,0.00,0.00,0.00,0.00,13.90,36.60,7.80,5.40,3.00,14.00,5.10,5.70,5.80,2.90,1.70,0.80,1.00,2.00,7.80,21.70,61.10,9.30
432,E08000004,0.80,15.80,75.60,0.70,0.00,1.30,0.90,0.20,0.50,0.20,0.70,10.10,7.30,0.30,0.80,0.70,0.40,0.10,0.10,0.20,33.80,33.10,46.60,0.10,3.30,9.10,7.80,7.80,21.70,61.10,9.30,0.00,0.00,0.00,0.00,0.00,13.90,36.60,7.80,5.40,3.00,14.00,5.10,5.70,5.80,2.90,1.70,0.80,1.00,2.00,7.80,21.70,61.10,9.30
433,E09000006,0.80,20.60,77.40,1.40,0.20,5.30,1.30,0.40,1.00,0.90,2.00,0.30,0.40,0.90,1.60,3.20,2.10,0.70,0.30,0.60,30.40,33.60,48.30,0.20,2.70,8.30,6.90,9.40,17.30,58.40,15.00,0.00,0.00,0.00,0.00,0.00,13.00,41.10,11.90,3.90,2.50,13.30,4.80,4.80,2.70,1.90,1.00,0.80,0.50,1.60,9.40,17.30,58.40,15.00
434,E07000178,12.30,33.30,63.60,1.60,0.10,12.40,1.10,0.50,1.30,1.10,2.90,3.20,1.20,2.30,2.80,2.90,1.20,0.50,0.60,0.70,26.80,53.80,32.90,0.30,2.00,6.40,4.60,11.50,17.60,57.60,13.30,0.00,0.00,0.00,0.00,0.00,10.40,36.20,6.90,3.20,6.50,7.00,21.60,3.50,2.60,1.90,0.80,0.50,0.50,1.30,11.50,17.60,57.60,13.30
435,E07000180,2.40,2.10,89.80,0.80,0.10,4.30,0.30,0.10,0.50,0.30,0.70,0.30,0.20,0.50,0.80,0.70,0.20,0.10,0.10,0.20,29.40,28.30,54.70,0.20,2.10,8.00,6.70,9.50,17.60,58.10,14.80,0.00,0.00,0.00,0.00,0.00,14.30,44.80,10.80,2.50,2.70,13.90,3.90,3.90,1.90,1.30,0.70,0.60,0.20,0.90,9.50,17.60,58.10,14.80
436,E07000177,2.10,2.40,86.30,0.80,0.10,5.00,0.60,0.30,0.50,0.40,1.20,1.70,0.10,0.50,0.80,0.70,0.40,0.20,0.10,0.30,31.40,30.40,51.70,0.30,2.30,9.20,6.10,9.20,17.80,58.80,14.30,0.00,0.00,0.00,0.00,0.00,14.60,45.30,10.30,2.80,2.60,12.30,3.40,3.80,2.50,2.30,0.80,0.60,0.30,1.00,9.20,17.80,58.80,14.30
437,E07000178,12.30,33.30,63.60,1.60,0.10,12.40,1.10,0.50,1.30,1.10,2.90,3.20,1.20,2.30,2.80,2.90,1.20,0.50,0.60,0.70,26.80,53.80,32.90,0.30,2.00,6.40,4.60,11.50,17.60,57.60,13.30,0.00,0.00,0.00,0.00,0.00,10.40,36.20,6.90,3.20,6.50,7.00,21.60,3.50,2.60,1.90,0.80,0.50,0.50,1.30,11.50,17.60,57.60,13.30
438,E07000122,0.70,5.30,77.20,0.50,0.00,2.10,0.20,0.10,0.70,0.20,0.30,17.10,0.40,0.30,0.70,0.10,0.10,0.00,0.10,0.10,29.80,31.20,48.10,0.10,2.90,10.20,7.50,8.40,22.20,59.60,9.90,0.00,0.00,0.00,0.00,0.00,14.00,36.00,8.90,4.70,2.80,15.10,4.10,5.70,6.10,2.60,1.50,0.70,0.80,1.90,8.40,22.20,59.60,9.90
439,E08000019,2.50,15.00,80.80,0.50,0.10,2.30,1.00,0.20,0.60,0.60,1.10,4.00,0.60,1.30,1.00,2.10,1.00,0.50,1.50,0.70,27.80,41.20,41.70,0.20,2.30,7.90,6.70,10.80,21.90,57.50,9.70,0.00,0.00,0.00,0.00,0.00,13.80,34.30,7.30,4.80,5.50,12.90,10.80,4.10,4.50,2.10,1.40,0.80,1.00,1.90,10.80,21.90,57.50,9.70
440,E08000016,0.70,7.00,96.10,0.20,0.10,1.50,0.30,0.10,0.20,0.20,0.20,0.10,0.00,0.20,0.20,0.40,0.10,0.00,0.10,0.10,29.10,31.50,47.70,0.20,2.40,10.50,7.80,7.80,21.60,59.00,11.60,0.00,0.00,0.00,0.00,0.00,14.60,36.90,7.70,5.10,2.20,16.40,3.70,4.40,7.00,2.10,1.70,0.80,1.00,2.10,7.80,21.60,59.00,11.60
441,E07000028,1.30,1.00,95.00,0.40,0.20,2.50,0.10,0.10,0.20,0.10,0.30,0.10,0.20,0.30,0.30,0.10,0.00,0.00,0.00,0.10,25.50,32.20,47.30,0.20,2.50,9.70,8.20,9.60,21.80,55.40,13.20,0.00,0.00,0.00,0.00,0.00,16.70,39.20,9.20,3.60,3.30,15.50,3.50,2.90,4.70,1.50,1.10,0.60,0.40,1.40,9.60,21.80,55.40,13.20
442,E07000030,1.80,0.20,97.00,0.30,0.00,1.60,0.10,0.00,0.20,0.10,0.10,0.00,0.10,0.20,0.20,0.00,0.00,0.00,0.00,0.00,24.20,26.90,54.40,0.20,1.70,8.60,8.20,10.90,20.70,47.90,20.40,0.00,0.00,0.00,0.00,0.00,16.00,35.20,17.30,2.10,2.70,17.60,2.80,2.40,2.80,1.10,0.70,0.60,0.20,0.70,10.90,20.70,47.90,20.40
443,E07000026,1.50,0.80,97.60,0.20,0.00,1.10,0.10,0.00,0.20,0.10,0.10,0.00,0.10,0.10,0.20,0.00,0.00,0.00,0.00,0.10,25.90,28.00,52.00,0.20,1.90,9.20,8.80,9.20,22.40,55.70,12.70,0.00,0.00,0.00,0.00,0.00,16.40,36.50,10.30,3.60,2.10,18.90,3.00,3.20,4.50,1.50,1.10,0.70,0.50,1.40,9.20,22.40,55.70,12.70
444,E06000031,1.00,5.30,70.90,0.70,0.30,10.60,0.80,0.50,0.80,0.70,2.50,6.60,0.10,0.50,2.00,1.40,0.60,0.30,0.20,0.60,32.80,33.60,46.30,0.20,3.40,10.20,6.30,8.10,19.00,61.80,11.20,0.00,0.00,0.00,0.00,0.00,14.10,42.90,7.60,5.10,2.70,11.60,3.90,5.50,4.10,2.60,1.50,0.80,0.90,1.90,8.10,19.00,61.80,11.20
445,E06000029,1.70,22.80,91.90,0.50,0.10,3.30,0.30,0.20,0.50,0.30,0.70,0.10,0.30,0.50,0.70,0.20,0.10,0.00,0.10,0.20,26.30,30.00,49.20,0.30,2.30,10.30,8.00,10.40,19.90,57.00,12.70,0.00,0.00,0.00,0.00,0.00,15.20,39.50,10.20,3.20,3.00,16.10,3.80,4.10,3.30,1.60,0.90,0.70,0.30,1.20,10.40,19.90,57.00,12.70
446,E09000030,1.50,128.50,31.20,1.50,0.10,12.40,1.10,0.60,1.20,1.20,2.70,1.00,32.00,3.20,2.30,3.70,2.10,1.50,1.00,1.30,26.60,55.30,31.60,0.60,3.20,5.60,3.70,8.20,16.60,55.90,19.40,0.00,0.00,0.00,0.00,0.00,9.60,39.70,8.30,6.70,5.50,4.70,9.90,7.00,4.50,4.00,1.80,0.90,1.80,2.50,8.20,16.60,55.90,19.40
447,E06000044,2.40,50.70,84.00,0.50,0.00,3.80,0.50,0.50,1.20,0.50,1.40,0.30,1.80,1.30,1.30,1.40,0.30,0.10,0.50,0.50,28.60,43.50,36.90,0.30,2.90,10.30,6.10,10.90,19.50,58.00,11.60,0.00,0.00,0.00,0.00,0.00,13.40,37.60,7.50,4.30,6.10,10.70,10.70,4.10,3.80,1.90,1.10,0.80,0.50,1.80,10.90,19.50,58.00,11.60
448,E06000044,2.40,50.70,84.00,0.50,0.00,3.80,0.50,0.50,1.20,0.50,1.40,0.30,1.80,1.30,1.30,1.40,0.30,0.10,0.50,0.50,28.60,43.50,36.90,0.30,2.90,10.30,6.10,10.90,19.50,58.00,11.60,0.00,0.00,0.00,0.00,0.00,13.40,37.60,7.50,4.30,6.10,10.70,10.70,4.10,3.80,1.90,1.10,0.80,0.50,1.80,10.90,19.50,58.00,11.60
449,E07000123,4.10,9.90,75.80,0.80,0.10,3.50,1.20,0.20,0.70,0.30,10.30,3.20,0.30,0.90,0.90,0.50,0.60,0.10,0.40,0.30,29.20,40.90,41.30,0.20,2.40,8.70,6.50,10.80,21.20,58.40,9.60,0.00,0.00,0.00,0.00,0.00,13.60,36.70,6.70,4.40,6.30,11.70,8.20,4.40,5.40,2.60,1.30,0.60,0.70,1.80,10.80,21.20,58.40,9.60
450,E08000035,2.70,13.60,81.10,0.90,0.10,2.90,1.20,0.30,0.70,0.50,2.10,3.00,0.60,0.80,1.20,2.00,0.90,0.60,0.50,0.60,27.60,40.80,41.50,0.20,2.60,8.40,6.50,9.70,19.80,59.50,11.00,0.00,0.00,0.00,0.00,0.00,13.10,38.80,7.50,4.80,5.30,12.40,8.20,3.60,4.00,2.20,1.40,0.80,0.90,1.90,9.70,19.80,59.50,11.00
451,E09000032,1.70,89.60,53.30,2.50,0.10,15.50,1.50,0.70,1.30,1.50,2.80,3.20,0.50,1.20,3.20,4.80,4.00,1.80,0.80,1.30,24.30,54.20,32.60,0.60,2.50,6.50,3.70,6.30,11.80,59.80,22.10,0.00,0.00,0.00,0.00,0.00,7.80,50.90,12.10,3.80,3.30,6.20,6.00,4.30,2.90,2.70,0.70,0.70,0.60,1.50,6.30,11.80,59.80,22.10
452,E07000075,0.70,4.90,95.60,0.60,0.10,1.00,0.40,0.20,0.40,0.20,0.30,0.10,0.10,0.30,0.30,0.30,0.10,0.10,0.00,0.10,29.20,26.00,55.50,0.20,2.20,8.60,7.50,10.90,18.70,55.90,14.50,0.00,0.00,0.00,0.00,0.00,15.20,39.00,11.20,3.00,2.40,17.70,3.10,4.60,2.30,1.50,0.90,0.70,0.30,1.20,10.90,18.70,55.90,14.50
453,E07000066,0.60,15.90,89.50,0.80,0.50,1.90,0.60,0.30,0.40,0.40,1.20,0.20,0.20,0.30,0.80,1.90,0.50,0.20,0.10,0.20,30.90,32.10,47.90,0.10,2.90,9.70,7.30,9.80,17.70,58.80,13.70,0.00,0.00,0.00,0.00,0.00,14.20,40.30,9.60,4.60,2.40,13.90,3.40,5.70,3.90,1.80,1.30,0.90,0.60,2.00,9.80,17.70,58.80,13.70
454,E06000038,2.80,38.50,65.30,1.50,0.10,7.90,1.70,0.50,0.90,0.80,4.20,4.50,0.40,1.00,3.50,3.90,2.10,0.70,0.40,0.50,30.10,43.10,41.50,0.20,2.50,7.50,5.00,9.50,15.70,63.00,11.70,0.00,0.00,0.00,0.00,0.00,11.90,44.60,7.90,4.60,5.00,8.60,8.00,4.60,2.80,2.20,1.10,0.80,0.70,1.90,9.50,15.70,63.00,11.70
455,E06000041,1.70,8.60,83.60,0.90,0.20,3.70,0.60,0.20,0.80,0.40,3.50,1.90,0.10,0.80,1.20,0.80,0.50,0.10,0.30,0.40,33.20,27.40,57.50,0.20,1.90,7.40,5.70,10.20,16.20,58.10,15.60,0.00,0.00,0.00,0.00,0.00,13.60,45.70,10.80,2.60,3.00,13.30,4.00,4.30,1.60,1.20,0.60,0.70,0.30,0.90,10.20,16.20,58.10,15.60
456,E06000038,2.80,38.50,65.30,1.50,0.10,7.90,1.70,0.50,0.90,0.80,4.20,4.50,0.40,1.00,3.50,3.90,2.10,0.70,0.40,0.50,30.10,43.10,41.50,0.20,2.50,7.50,5.00,9.50,15.70,63.00,11.70,0.00,0.00,0.00,0.00,0.00,11.90,44.60,7.90,4.60,5.00,8.60,8.00,4.60,2.80,2.20,1.10,0.80,0.70,1.90,9.50,15.70,63.00,11.70
457,E06000037,1.90,2.20,90.40,0.80,0.10,3.50,0.50,0.20,0.50,0.40,1.10,0.30,0.10,0.40,0.50,0.50,0.30,0.10,0.10,0.10,30.90,28.60,54.10,0.20,2.30,8.80,6.00,9.60,16.40,57.90,16.10,0.00,0.00,0.00,0.00,0.00,13.90,45.60,11.30,2.90,2.50,12.60,3.40,4.30,2.20,1.40,0.80,0.70,0.30,1.10,9.60,16.40,57.90,16.10
458,E06000003,0.90,5.50,97.60,0.30,0.10,0.60,0.20,0.10,0.20,0.10,0.10,0.20,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.10,28.20,31.90,47.50,0.10,2.30,9.80,8.40,9.80,23.10,56.20,10.90,0.00,0.00,0.00,0.00,0.00,15.40,33.60,5.90,6.60,2.50,19.40,4.20,4.40,5.90,2.10,2.10,1.20,1.20,2.70,9.80,23.10,56.20,10.90
459,E07000236,0.60,15.50,87.40,0.70,0.00,3.90,1.30,0.10,0.40,0.20,0.90,3.10,0.20,0.20,0.40,0.20,0.70,0.20,0.10,0.10,31.40,32.10,48.90,0.20,2.80,10.10,5.90,8.70,18.60,61.80,10.90,0.00,0.00,0.00,0.00,0.00,14.40,43.80,8.10,4.60,3.00,13.00,3.80,3.90,3.80,1.60,1.30,1.00,0.50,1.80,8.70,18.60,61.80,10.90
460,E07000238,1.20,1.80,93.90,0.50,0.40,3.10,0.30,0.10,0.30,0.20,0.40,0.10,0.10,0.20,0.30,0.10,0.10,0.00,0.00,0.10,27.10,25.20,55.40,0.20,2.10,9.40,7.80,10.50,19.60,54.40,15.60,0.00,0.00,0.00,0.00,0.00,15.00,38.40,12.60,3.10,2.50,17.40,3.30,3.40,2.70,1.60,0.80,0.80,0.30,1.20,10.50,19.60,54.40,15.60
461,E07000211,2.50,10.70,85.00,1.10,0.10,4.40,0.50,0.30,0.80,0.60,1.60,0.90,0.40,0.70,1.60,1.00,0.40,0.20,0.20,0.40,31.10,30.80,51.50,0.20,2.20,8.40,6.90,9.50,16.90,58.00,15.60,0.00,0.00,0.00,0.00,0.00,13.50,44.00,12.30,2.90,2.50,12.40,3.50,4.40,2.30,2.10,0.80,0.70,0.30,1.10,9.50,16.90,58.00,15.60
462,E07000126,0.80,9.70,95.30,0.60,0.00,1.20,0.50,0.10,0.40,0.20,0.70,0.20,0.00,0.30,0.20,0.10,0.10,0.00,0.10,0.10,29.40,29.50,51.40,0.20,2.40,9.20,7.30,8.40,19.30,61.40,10.90,0.00,0.00,0.00,0.00,0.00,14.90,43.70,8.30,3.00,2.90,16.50,3.30,2.70,3.50,1.20,1.00,0.60,0.30,1.00,8.40,19.30,61.40,10.90
463,E07000124,2.10,1.00,95.80,0.60,0.00,1.40,0.20,0.10,0.30,0.10,0.40,0.50,0.10,0.20,0.20,0.10,0.00,0.00,0.00,0.10,28.30,25.90,54.60,0.10,2.30,9.00,8.10,10.10,19.20,54.50,16.30,0.00,0.00,0.00,0.00,0.00,14.60,39.00,13.30,2.10,2.90,18.00,3.60,2.40,2.70,1.40,0.50,0.60,0.20,0.70,10.10,19.20,54.50,16.30
464,E07000166,8.90,0.40,93.40,0.40,0.00,1.60,0.30,0.10,0.20,0.30,0.10,0.10,0.00,0.20,2.00,0.50,0.20,0.30,0.00,0.30,29.10,29.00,53.30,0.30,2.70,8.20,6.60,8.30,16.80,48.50,26.50,0.00,0.00,0.00,0.00,0.00,13.50,44.30,12.50,2.90,1.90,14.90,2.40,3.60,2.20,1.80,0.90,0.60,0.30,1.00,8.30,16.80,48.50,26.50
465,E07000164,2.00,0.70,96.30,0.30,0.10,1.50,0.20,0.10,0.30,0.10,0.20,0.10,0.00,0.10,0.20,0.10,0.00,0.10,0.10,0.10,26.50,24.90,56.40,0.10,2.20,8.60,7.90,10.10,19.00,52.60,18.30,0.00,0.00,0.00,0.00,0.00,15.10,38.90,13.40,2.60,2.20,18.10,3.00,3.10,2.30,1.40,0.70,0.60,0.30,0.80,10.10,19.00,52.60,18.30
466,E09000021,2.30,43.00,63.10,1.70,0.10,9.60,0.80,0.40,1.60,1.10,4.00,1.90,0.60,1.80,8.10,1.60,0.60,0.20,1.50,1.20,30.90,39.40,46.00,0.30,2.10,6.90,5.30,10.30,16.70,57.60,15.40,0.00,0.00,0.00,0.00,0.00,11.40,41.40,11.70,3.20,5.30,9.40,8.60,4.70,2.20,2.10,0.70,0.70,0.40,1.20,10.30,16.70,57.60,15.40
467,E09000027,1.50,32.60,71.40,2.50,0.10,11.90,0.70,0.40,1.50,1.00,2.80,0.60,0.50,0.90,2.50,0.90,0.40,0.20,0.60,1.00,29.60,36.70,47.30,0.40,2.20,7.90,5.40,8.90,14.80,54.90,21.50,0.00,0.00,0.00,0.00,0.00,10.30,44.60,14.90,3.00,2.70,10.00,5.40,5.10,2.00,2.00,0.60,0.70,0.30,1.10,8.90,14.80,54.90,21.50
